YGL046W	ORF|Merged	7	414100	414888	W	S000003014		YGL045W	S000003013	Merged open reading frame; does not encode a discrete protein; YGL046W was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YGL045W		
YGL210W-A	ORF|Merged	7	93079	93309	W	S000028549		YGL211W	S000003179	Merged open reading frame; does not encode a protein; YGL210W-A was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YGL211W	 Thanks to Kessler et al. for providing the coordinates of the following Chromosome VII ORFs: YGR240C-A, YGL210W-A, YGR121W-A, and YGL041C-B.	2006-07-11
YGR272C	ORF|Merged	7	1038506	1038048	C	S000003504		YGR271C-A	S000007608	Merged open reading frame; does not encode a discrete protein;YGR272C was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YGR271C-A		
YIL168W	ORF|Merged	9	29032	29415	W	S000001430	L000002714	YIL167W	S000001429	Open reading frame unlikely to produce a functional protein in S288C; in closely related species and other S. cerevisiae strain backgrounds YIL168W and adjacent ORF, YIL167W, constitute a single ORF encoding L-serine dehydratase	 As part of SGD's genome annotation revision R64.2, the annotations of SDL1/YIL167W and YIL168W, which were previously annotated as adjacent pseudogenes, have been changed.  They were merged into a single blocked reading frame, keeping the name SDL1/YIL167W.  YIL168W is being retained as an alias.	2014-11-19
YIR044C	pseudogene|Merged	9	438179	437994	C	S000001483		YIR043C	S000001482	Possible pseudogene in strain S288C; YIR044C and the adjacent ORF, YIR043C, together may encode a non-functional member of the conserved, often subtelomerically-encoded Cos protein family	 The annotations of YIR043C and YIR044C, which were previously annotated as adjacent pseudogenes, have been changed as part of SGD's genome annotation revision R64.2. They were merged into a single blocked reading frame, keeping the name YIR043C. YIR044C is being retained as an alias. 	2014-11-19
YJL012C-A	ORF|Merged	10	411127	410930	C	S000007609		YJL012C	S000003549	Merged open reading frame; does not encode a discrete protein; YJL012C-A was originally annotated as an independent ORF but due to a sequence change was merged with an adjacent ORF into a single reading frame, designated YJL012C/VTC4		
YJL017W	ORF|Merged	10	405284	406261	W	S000003554		YJL016W	S000003553	Merged open reading frame; does not encode a discrete protein; YJL017W was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YJL016W		
YJL018W	ORF|Merged	10	404326	404640	W	S000003555		YJL019W	S000003556	Merged open reading frame; does not encode a discrete protein; YJL018W was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YJL019W		
YJL021C	ORF|Merged	10	399730	398633	C	S000003558		YJL020C	S000003557	Merged open reading frame; does not encode a discrete protein; YJL021C was originally annotated as an independent ORF but due to a sequence change was merged with an adjacent ORF into a single reading frame, designated YJL020C/BBC1		
YKL158W	ORF|Merged	11	154996	155298	W	S000028807		YKL157W	S000001640	Merged open reading frame; does not encode a discrete protein; YKL158W was originally annotated as an independent ORF, but was later demonstrated to be an exon of an adjacent ORF, YKL157W	 In July 2003, YKL158W was mistakenly added back to SGD as an independent ORF. This annotation mistake has been corrected, and YKL158W has again been "merged" into YKL157W.| Thanks to <a href=http://mips.gsf.de/genre/proj/yeast/index.jsp>MIPS</a> for providing the coordinates of YKL158W.| YKL157W and YKL158W were merged into a single ORF, designated YKL157W, based on evidence published by Davis et al. 2000 demonstrating the presence of an intron between these two ORFs.	2004-02-09|2003-07-29|2006-03-16
YKL199C	ORF|Merged	11	69109	68270	C	S000001682	L000004164	YKL198C	S000001681	Merged open reading frame; does not encode a discrete protein; YKL199C was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YKL198C	 The start site of YKL199C was moved 276 nucleotides upstream, increasing the size of the ORF from 564 nt to 840 nt, and the size of the predicted protein from 187 amino acids to 279 aa.	2006-03-17
YKL200C	ORF|Merged	11	67109	65913	C	S000001683		YKL201C	S000001684	Merged open reading frame; does not encode a discrete protein; YKL200C was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YKL201C		
YKR004C-A	ORF|Merged	11	447679	447437	C	S000028559		YKR004C	S000001712	Merged open reading frame; does not encode a discreet protein; YKR004C-A was originally annotated as an independent ORF, but was later demonstrated to be an exon of an adjacent ORF, YKR004C	 Thanks to Kessler et al. for providing the coordinates of the following Chromosome XI ORFs: YKL183C-A and YKR004C-A.| The small ORF YKR004C-A was added based on Kessler et al. 2003. However, Brachat et al. 2003 demonstrated that this ORF is actually an exon of YKR004C. Based on this information, YKR004C-A has been merged into YKR004C.	2006-06-19|2004-03-08
YKR099C-A	ORF|Merged	11	638722	638531	C	S000028842		YKR100C	S000001808	Merged open reading frame; does not encode a protein; YKR099C-A was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YKR100C	 Thanks to 
Oshiro et al., Velculescu et al., and Basrai et al. for providing the coordinates of the following Chromosome XI ORFs: YKL100W-A, YKL145W-A, and  YKR099C-A.| The chromosomal coordinates of ORF YKR099C-A were shifted 1 nucleotide downstream, from 638723-638532 to 638722-638531.  Note that the sequence remains unchanged.	2006-06-19|2006-09-25
YLR312C-B	ORF|Merged	12	760642	760355	C	S000028570		YLR313C	S000004305	Merged open reading frame; does not encode a discrete protein; YLR312C-B was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, SPH1/YLR313C	 Thanks to Kessler et al. for providing the coordinates of the following Chromosome XII ORFs: YLR285C-A, YLR312C-B, YLR342W-A, YLR412C-A, YLL006W-A, YLR154C-G, YLR154C-H, YLR154W-B, YLR156C-A, YLR157C-C, YLR159C-A, YLR162W-A, and YLR222C-A.	2006-06-20
YLR391W	ORF|Merged	12	903929	904387	W	S000115154		YLR390W-A	S000006429	Merged open reading frame; does not encode a discrete protein; YLR391W was originally annotated as an independent ORF, but was completely contained in larger ORF YLR391W-A in the same frame, and was merged into it on 7-30-1997	 YLR391W was an ORF that was named in the original sequence of Chromosome XII. Since it was completely contained in a larger ORF with a better codon bias, it was deleted from SGD and GenBank in favor of the larger ORF, YLR391W-A. 	2006-04-27
YML033W	ORF|Merged	13	211715	212155	W	S000082441		YML034W	S000004497	Merged open reading frame; does not encode a discrete protein; YML033W was originally annotated as an independent ORF, but was later demonstrated to be an exon of an adjacent ORF, YML034W		
YMR268W-A	ORF|Merged	13	804455	804691	W	S000028577		YMR269W	S000004882	Merged open reading frame; does not encode a protein; YMR268W-A was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YMR269W	 Thanks to Kessler et al. for providing the coordinates of the following Chromosome XIII ORFs: YML054C-A, YMR030W-A, YMR141W-A, YMR268W-A, YMR307C-A, and YMR230W-A.	2006-06-23
YOR088W	ORF|Merged	15	488286	489734	W	S000005614		YOR087W	S000005613	Merged open reading frame; does not encode a discrete protein; YOR088W was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YOR087W		
YOR240W	ORF|Merged	15	785654	786742	W	S000005766		YOR239W	S000005765	Merged open reading frame; does not encode a discrete protein; YOR240W was originally annotated as an independent ORF, but was later demonstrated to be part of an adjacent ORF, YOR239W, via a +1 translational frameshift	 Annotation change: it has been reported in Asakura et al. 1998 that a +1 translational frameshift merges YOR239W and YOR240W into one ORF. YOR240W is now an alias for YOR239W and YOR239W encompasses both the ORFs.	2006-09-26
YPL052W-A	ORF|Merged	16	458796	459005	W	S000113724		YPL052W	S000005973	Merged open reading frame; does not encode a discrete protein; YPL052W-A has been demonstrated to be the first exon of downstream ORF OAZ1/YPL052W.	 Based on comparisons of the genome sequences of six <i>Saccharomyces</i> species, Cliften et al. 2003 suggested that this new ORF, YPL052W-A, be added to the <i>S. cerevisiae</i> genome annotation.| Palanimurugan et al. 2004 have shown that the translation start site of OAZ1/YPL052W is located at chromosomal coordinate 458796, 274 bp upstream from the originally annotated start site.  This change results in a merge of upstream ORF YPL052W-A into OAZ1/YPL052W.  The full translation product is generated by translational frameshifting to skip the first base of what was previously annotated as the stop codon of YPL052W-A.	2005-12-13|2005-12-14
YPR090W	ORF|Merged	16	713728	715938	W	S000006294		YPR089W	S000006293	Merged open reading frame; does not encode a discrete protein; YPR090W was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YPR089W		
9S_rRNA_1	rRNA gene|Deleted	17	1	11	W	S000007285	L000004880			Deleted rRNA; does not encode a discrete transcript; the annotations for 9S_rRNA_1 and 9S_rRNA_5 have been removed and replaced with a single gene, RPM1, which provides the correct annotation of the 9S RNA component of RNase P	 9S_rRNA_1 and 9S_rRNA_5 have been deleted from SGD in order to reflect a correction in the annotation of the mitochondrial genome. Although the original GenBank entry for the complete mitochondrial sequence (AJ011856) lists two 9S ribosomal RNAs (9S_rRNA_1 and 9S_rRNA_5) the accompanying publication by Foury et al. (1998) refers to a single 9S RNA component of RNase P. It appears that the GenBank entry listed two 9S RNA genes because the mitochondrial genome is circular and 9S RNA spanned the artificial breakpoint in the linear GenBank entry. The corrected SGD Locus, RPM1, represents the complete sequence of the 9S RNA component of RNAse P, as described in Stribinskis, et al., (1996) and Foury, F, et al., (1998).	2006-07-03
9S_rRNA_5	rRNA gene|Deleted	17	85290	85779	W	S000007286	L000004881			Deleted rRNA; does not encode a discrete transcript; the annotations for 9S_rRNA_1 and 9S_rRNA_5 have been removed and replaced with a single gene, RPM1, which provides the correct annotation of the 9S RNA component of RNase P	 9S_rRNA_1 and 9S_rRNA_5 have been deleted from SGD in order to reflect a correction in the annotation of the mitochondrial genome. Although the original GenBank entry for the complete mitochondrial sequence (AJ011856) lists two 9S ribosomal RNAs (9S_rRNA_1 and 9S_rRNA_5) the accompanying publication by Foury et al. (1998) refers to a single 9S RNA component of RNase P. It appears that the GenBank entry listed two 9S RNA genes because the mitochondrial genome is circular and 9S RNA spanned the artificial breakpoint in the linear GenBank entry. The corrected SGD Locus, RPM1, represents the complete sequence of the 9S RNA component of RNAse P, as described in Stribinskis, et al., (1996) and Foury, F, et al., (1998).	2006-07-03
RUF4	ncRNA gene|Deleted	5	377955	378742	W	S000028469				Deleted noncoding RNA; does not encode a discrete transcript; identified by comparative sequence analysis but removed at the request of the authors	 Feature annotation removed per John McCutcheon and Sean Eddy.| Thanks to John McCutcheon and Sean Eddy for providing the coordinates for the following RNA features: SNR82, SNR83, SNR84, RUF4, RUF5-1, RUF5-2, RUF6, RUF7, and RUF8.	2004-04-01|2003-03-06
RUF6	ncRNA gene|Deleted	16	857620	856570	C	S000028471				Deleted noncoding RNA; does not encode a discrete transcript; identified by comparative sequence analysis but removed at the request of the authors	 Feature annotation removed per John McCutcheon and Sean Eddy.| Thanks to John McCutcheon and Sean Eddy for providing the coordinates for the following RNA features: SNR82, SNR83, SNR84, RUF4, RUF5-1, RUF5-2, RUF6, RUF7, and RUF8.	2004-04-01|2003-03-06
RUF7	ncRNA gene|Deleted	6	123086	123585	W	S000028472				Deleted noncoding RNA; does not encode a discrete transcript; identified by comparative sequence analysis but removed at the request of the authors	 Feature annotation removed per John McCutcheon and Sean Eddy.| Thanks to John McCutcheon and Sean Eddy for providing the coordinates for the following RNA features: SNR82, SNR83, SNR84, RUF4, RUF5-1, RUF5-2, RUF6, RUF7, and RUF8.	2004-04-01|2003-03-06
RUF8	ncRNA gene|Deleted	2	462136	463086	W	S000028473				Deleted noncoding RNA; does not encode a discrete transcript; identified by comparative sequence analysis but removed at the request of the authors	 Feature annotation removed per John McCutcheon and Sean Eddy.| Thanks to John McCutcheon and Sean Eddy for providing the coordinates for the following RNA features: SNR82, SNR83, SNR84, RUF4, RUF5-1, RUF5-2, RUF6, RUF7, and RUF8.	2004-04-01|2003-03-06
YAR043C	ORF|Deleted	1	193248	192928	C	S000120182				Deleted ORF; does not encode a protein; included in the original annotation of Chromosome I but later withdrawn	 Deleted ORF, does not encode a protein; this putative ORF was included in the original annotation of Chromosome I but was later withdrawn	2007-01-03
YAR052C	ORF|Deleted	1	207502	207122	C	S000120184				Deleted ORF; does not encode a protein; included in the original annotation of Chromosome I but later withdrawn	 Deleted ORF, does not encode a protein; this putative ORF was included in the original annotation of Chromosome I but was later withdrawn	2007-01-03
YAR074C	ORF|Deleted	1	228855	228529	C	S000120186				Deleted ORF; does not encode a protein; included in the original annotation of Chromosome I but later withdrawn	 Deleted ORF, does not encode a protein; this putative ORF was included in the original annotation of Chromosome I but was later withdrawn	2007-01-03
YBRCtau1	long terminal repeat|Deleted	2	150765	150405	C	S000006814				deleted due to sequence correction (Date unknown)		
YCL006C	ORF|Deleted	3	107569	107240	C	S000000512				Deleted ORF; does not encode a protein; this ORF was removed when a sequence update created a stop codon after residue 23	 YCL006C was deleted as a result of a sequence change that created a stop codon after residue 23.	2006-10-31
YCL013W	ORF|Deleted	3	99600	99998	W	S000000519				Deleted ORF; originally included in genome annotation but deleted due to sequence correction	 The ORF YCL013W has been deleted as a result of updates to the systematic sequence.	2006-11-01
YCL021W	ORF|Deleted	3	84076	84429	W	S000000526				Deleted ORF; does not encode a protein; originally included in genome annotation, but later deleted due to sequence correction	 ORF YCL021W was deleted as a result of corrections to the systematic sequence.	2006-11-02
YCL026C	ORF|Deleted	3	75045	74686	C	S000000531				Deleted ORF; does not encode a protein; included in the original annotation of Chromosome III but later deleted due to sequence corrections	 ORF YCL026C was deleted due to a sequence correction.	2006-11-14
YCL053C	ORF|Deleted	3	33897	33448	C	S000000558				Deleted ORF; does not encode a protein; included in the original annotation of Chromosome III but later deleted due to sequence corrections	 ORF YCL053C has been deleted due to a sequence correction.	2006-11-17
YCLX01W	ORF|Deleted	3	23511	23909	W	L000003336				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-08-03
YCLX02C	ORF|Deleted	3	32598	32194	C	S000119784				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-12-01
YCLX03C	ORF|Deleted	3	43476	43093	C	S000000584				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-08-03
YCLX04W	ORF|Deleted	3	47401	47847	W	S000000585				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-08-03
YCLX05C	ORF|Deleted	3	62381	62064	C	S000000586				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-08-03
YCLX06C	ORF|Deleted	3	71088	70756	C	S000000587				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-08-03
YCLX07W	ORF|Deleted	3	71943	72281	W	S000000588				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-08-03
YCLX09W	ORF|Deleted	3	76960	77352	W	S000000590				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-08-03
YCLX10C	ORF|Deleted	3	91908	91597	C	S000000591				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-08-03
